data,brl_price_yesterday,brl_price_yesterday-1,var_brl_price_yesterday,var_usd_price_yesterday,usd,brl_price
18/09/2013,271.16,276.82,-5.66,2.3,2.1865,268.17
19/09/2013,268.17,271.16,-2.99,0.31,2.2026,270.07
20/09/2013,270.07,268.17,1.9,-1.16,2.2102,269.58
23/09/2013,269.58,270.07,-0.49,-0.89,2.1986,265.31
24/09/2013,265.31,269.58,-4.27,0.77,2201,266.64
25/09/2013,266.64,265.31,1.33,-1.65,2.2324,266.63
26/09/2013,266.63,266.64,-0.01,-2.1,2.2459,264.18
27/09/2013,264.18,266.63,-2.45,-1.7,2.2523,261.87
30/09/2013,261.87,264.18,-2.31,2.29,2.2162,261.95
01/10/2013,261.95,261.87,0.08,-1.8,2.2157,258.78
02/10/2013,258.78,261.95,-3.17,1.21,2.1914,258.53
03/10/2013,258.53,258.78,-0.25,1.28,2207,261.71
04/10/2013,261.71,258.53,3.18,-3.52,2212,255.1
07/10/2013,255.1,261.71,-6.61,0.68,2.2047,256.14
08/10/2013,256.14,255.1,1.04,0.16,2.2115,256.37
09/10/2013,256.37,256.14,0.23,0.17,2.2075,256.75
10/10/2013,256.75,256.37,0.38,1.62,2.1799,257.13
11/10/2013,257.13,256.75,0.38,1.02,2174,259.24
14/10/2013,259.24,257.13,2.11,0.05,2.1816,258.99
15/10/2013,258.99,259.24,-0.25,-1.16,2.1777,257.54
16/10/2013,257.54,258.99,-1.45,0.23,2.1806,257.09
17/10/2013,257.09,257.54,-0.45,1.28,2.1525,258.22
18/10/2013,258.22,257.09,1.13,-0.79,2.1689,257.92
21/10/2013,257.92,258.22,-0.3,-1.34,2.1735,255.49
22/10/2013,255.49,257.92,-2.43,-0.4,2.1725,254.14
23/10/2013,254.14,255.49,-1.35,-1.79,2.1881,251.98
24/10/2013,251.98,254.14,-2.16,-1.94,2204,249.43
25/10/2013,249.43,251.98,-2.55,0.62,2.1877,249.08
28/10/2013,249.08,249.43,-0.35,-2.73,2.1805,242.34
29/10/2013,242.34,249.08,-6.74,0.88,2185,244.15
30/10/2013,244.15,242.34,1.81,-1.61,2184,242.4
31/10/2013,242.4,244.15,-1.75,-1.84,2.2401,242.03
01/11/2013,242.03,242.4,-0.37,-0.55,2.2567,243.3
04/11/2013,243.3,242.03,1.27,-0.42,2.2458,241.5
05/11/2013,241.5,243.3,-1.8,-1.64,2.2823,242.68
06/11/2013,242.68,241.5,1.18,-0.28,2.2855,240.97
07/11/2013,240.97,242.68,-1.71,0.36,2.3058,244.33
08/11/2013,244.33,240.97,3.36,-1.43,2.3142,241.99
11/11/2013,241.99,244.33,-2.34,1.41,2.3308,247.36
12/11/2013,247.36,241.99,5.37,0.98,2.3333,249.55
13/11/2013,249.55,247.36,2.19,-1.5,2.3335,246.05
14/11/2013,246.05,249.55,-3.5,1.78,2.3137,248.71
18/11/2013,248.71,246.05,2.66,1.25,2.2633,245.96
19/11/2013,245.96,248.71,-2.75,-0.38,2.2713,245.97
20/11/2013,245.97,245.96,0.01,1.08,2.2717,248.64
21/11/2013,248.64,245.97,2.67,31.12,2.3062,254.1
22/11/2013,254.1,248.64,5.46,-2.21,2.2788,246.65
25/11/2013,246.65,254.1,-7.45,1.14,2.2837,249.15
26/11/2013,249.15,246.65,2.5,0.79,2.2967,252.26
27/11/2013,252.26,249.15,3.11,0.08,2.33,254.87
28/11/2013,254.87,252.26,2.61,-0.88,2.3176,252.93
29/11/2013,252.93,254.87,-1.94,1.21,2.3358,257.61
02/12/2013,257.61,252.93,4.68,-1.7,2.3559,256.02
03/12/2013,256.02,257.61,-1.59,1.13,2.3758,260.79
04/12/2013,260.79,256.02,4.77,-0.56,2.3914,260.75
05/12/2013,260.75,260.79,-0.04,1.54,2.3612,261.56
06/12/2013,261.56,260.75,0.81,0.78,2.3267,259.95
09/12/2013,259.95,261.56,-1.61,0.47,2.3197,259.69
10/12/2013,259.69,259.95,-0.26,4.98,2309,269.86
11/12/2013,269.86,259.69,10.17,-4.21,2.3413,263.96
12/12/2013,263.96,269.86,-5.9,-0.22,2.3327,263.57
13/12/2013,263.57,263.96,-0.39,6.9,2.33,278.77
16/12/2013,278.77,263.57,15.2,-0.95,2.3278,275.84
17/12/2013,275.84,278.77,-2.93,1.24,2.3194,277.77
18/12/2013,277.77,275.84,1.93,-1.18,2.3262,277.65
19/12/2013,277.65,277.77,-0.12,-0.36,2.3535,277.63
20/12/2013,277.63,277.65,-0.02,0.95,2.3876,283.55
23/12/2013,283.55,277.63,5.92,0.69,2.3571,282.81
26/12/2013,282.81,283.55,-0.74,0.21,2.3518,283.17
27/12/2013,283.17,282.81,0.36,3.69,2.3384,289.66
30/12/2013,289.66,283.17,6.49,-1.94,2.3621,286.81
02/01/2014,286.81,289.66,-2.85,-3.92,2.3876,281.71
03/01/2014,281.71,286.81,-5.1,3.73,2.3765,288.81
06/01/2014,288.81,281.71,7.1,1.46,2.3761,292.39
07/01/2014,292.39,288.81,3.58,-0.4,2.3725,291.2
08/01/2014,291.2,292.39,-1.19,2.36,2.3967,298.69
09/01/2014,298.69,291.2,7.49,-2.71,2.3904,293.06
10/01/2014,293.06,298.69,-5.63,1.21,2.3584,292.01
13/01/2014,292.01,293.06,-1.05,-0.07,2.3598,290.6
14/01/2014,290.6,292.01,-1.41,-0.71,2.3503,289.07
15/01/2014,289.07,290.6,-1.53,-1.16,2.3605,286.32
16/01/2014,286.32,289.07,-2.75,1.51,2.3636,290.75
17/01/2014,290.75,286.32,4.43,-0.15,2.3426,288.66
20/01/2014,288.66,290.75,-2.09,-0.68,2.3442,285.86
21/01/2014,285.86,288.66,-2.8,-0.88,2.3575,286.59
22/01/2014,286.59,285.86,0.73,-1.07,2.3731,284.89
23/01/2014,284.89,286.59,-1.7,-0.62,2.3959,287.14
24/01/2014,287.14,284.89,2.25,-0.73,2.3982,285.03
27/01/2014,285.03,287.14,-2.11,-1.56,2.4215,284.22
28/01/2014,284.22,285.03,-0.81,-0.31,2.4263,284.06
29/01/2014,284.06,284.22,-0.16,1.39,2.4352,288.49
30/01/2014,288.49,284.06,4.43,3.55,2.4118,294.7
31/01/2014,294.7,288.49,6.21,3.46,2.4127,303.32
03/02/2014,303.32,294.7,8.62,7.89,2.4402,324.65
04/02/2014,324.65,303.32,21.33,7.39,2.4055,339.41
05/02/2014,339.41,324.65,14.76,5.94,2.3986,351.97
06/02/2014,351.97,339.41,12.56,-1.25,2.3825,346.52
07/02/2014,346.52,351.97,-5.45,-0.52,2.3802,344.69
10/02/2014,344.69,346.52,-1.83,-3.15,2409,341.16
11/02/2014,341.16,344.69,-3.53,0.57,2.4005,341.96
12/02/2014,341.96,341.16,0.8,-0.18,2.4255,344.38
13/02/2014,344.38,341.96,2.42,-1.3,2.3938,338.85
14/02/2014,338.85,344.38,-5.53,2.37,2.3891,341.38
17/02/2014,341.38,338.85,2.53,-0.59,2.39,340.42
18/02/2014,340.42,341.38,-0.96,11.92,2.3955,369.78
19/02/2014,369.78,340.42,29.36,7.67,2.3942,387.99
20/02/2014,387.99,369.78,18.21,0.47,2.3704,386.19
21/02/2014,386.19,387.99,-1.8,2.2,2.3456,388.45
24/02/2014,388.45,386.19,2.26,10.08,2.3392,410.08
25/02/2014,410.08,388.45,21.63,-1.6,2.3411,405.46
26/02/2014,405.46,410.08,-4.62,-1.66,2.3497,404.16
27/02/2014,404.16,405.46,-1.3,3.28,2322,406.28
28/02/2014,406.28,404.16,2.12,1.23,2.3384,412.67
05/03/2014,412.67,406.28,6.39,16.91,2.3181,447.63
06/03/2014,447.63,412.67,34.96,-2.53,2.3232,441.77
07/03/2014,441.77,447.63,-5.86,-0.18,2.3406,447.24
10/03/2014,447.24,441.77,5.47,10.37,2.3498,472.22
11/03/2014,472.22,447.24,24.98,4.48,2.3642,485.01
12/03/2014,485.01,472.22,12.79,-0.18,2.3525,483.97
13/03/2014,483.97,485.01,-1.04,0.26,2.3641,485.62
14/03/2014,485.62,483.97,1.65,-2.51,2.3465,476.82
17/03/2014,476.82,485.62,-8.8,-2.77,2.3495,469.91
18/03/2014,469.91,476.82,-6.91,-1.53,2.3342,464.75
19/03/2014,464.75,469.91,-5.16,-4.74,2.3478,455.77
20/03/2014,455.77,464.75,-8.98,-17.21,2.3281,411.42
21/03/2014,411.42,455.77,-44.35,-9.92,2.3246,387.29
